,poll,poll_firm,poll_year,id,statenum,statename,region_cat,female,race_wbh,edu_cat,age_cat,age_cat6,age_edu_cat6,educ,age,democrat,republican,black,hispanic,weight,yes_of_opinion_holders,yes_of_all,state,state_initnum,region,no_of_all,no_of_opinion_holders
11,Gall2005Aug22,Gall,2005,80012,48.0,wisconsin,2.0,1,3.0,4.0,1.0,2.0,10.0,"business, technical, or vocational school after high school",26.0,0,0,0.0,1.0,,0.0,0,WI,49.0,midwest,1.0,1.0
12,Gall2005Aug22,Gall,2005,80013,20.0,massachusetts,1.0,1,1.0,2.0,3.0,5.0,26.0,none or grades 1-8,64.0,0,0,0.0,0.0,,0.0,0,MA,20.0,northeast,1.0,1.0
13,Gall2005Aug22,Gall,2005,80014,10.0,georgia,3.0,0,1.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),52.0,0,1,0.0,0.0,,0.0,0,GA,11.0,south,1.0,1.0
14,Gall2005Aug22,Gall,2005,80015,20.0,massachusetts,1.0,1,1.0,4.0,2.0,3.0,16.0,high school graduate (grade 12 or ged certificate),42.0,0,0,0.0,0.0,,1.0,1,MA,20.0,northeast,0.0,0.0
15,Gall2005Aug22,Gall,2005,80016,24.0,missouri,2.0,0,1.0,2.0,4.0,6.0,32.0,none or grades 1-8,85.0,0,0,0.0,0.0,,0.0,0,MO,25.0,midwest,1.0,1.0
16,Gall2005Aug22,Gall,2005,80017,48.0,wisconsin,2.0,0,1.0,4.0,4.0,6.0,34.0,"business, technical, or vocational school after high school",68.0,0,1,0.0,0.0,,0.0,0,WI,49.0,midwest,1.0,1.0
17,Gall2005Aug22,Gall,2005,80018,42.0,texas,3.0,0,1.0,4.0,3.0,5.0,28.0,high school graduate (grade 12 or ged certificate),57.0,0,0,0.0,0.0,,,0,TX,44.0,south,1.0,
18,Gall2005Aug22,Gall,2005,80019,10.0,georgia,3.0,0,1.0,2.0,1.0,1.0,2.0,none or grades 1-8,18.0,0,0,0.0,0.0,,0.0,0,GA,11.0,south,1.0,1.0
19,Gall2005Aug22,Gall,2005,80020,31.0,new york,1.0,0,3.0,4.0,2.0,2.0,10.0,"business, technical, or vocational school after high school",34.0,0,0,0.0,1.0,,0.0,0,NY,35.0,northeast,1.0,1.0
20,Gall2005Aug22,Gall,2005,80021,42.0,texas,3.0,1,1.0,2.0,4.0,6.0,32.0,high school incomplete (grades 9-11),80.0,0,0,0.0,0.0,,0.0,0,TX,44.0,south,1.0,1.0
21,Gall2005Aug22,Gall,2005,80022,21.0,michigan,2.0,0,1.0,4.0,4.0,6.0,34.0,"business, technical, or vocational school after high school",69.0,0,0,0.0,0.0,,,0,MI,23.0,midwest,1.0,
22,Gall2005Aug22,Gall,2005,80023,21.0,michigan,2.0,0,1.0,4.0,3.0,5.0,28.0,high school graduate (grade 12 or ged certificate),59.0,0,1,0.0,0.0,,0.0,0,MI,23.0,midwest,1.0,1.0
23,Gall2005Aug22,Gall,2005,80024,9.0,florida,3.0,0,1.0,4.0,4.0,6.0,34.0,high school graduate (grade 12 or ged certificate),85.0,0,0,0.0,0.0,,0.0,0,FL,10.0,south,1.0,1.0
24,Gall2005Aug22,Gall,2005,80025,22.0,minnesota,2.0,0,1.0,4.0,2.0,3.0,16.0,high school graduate (grade 12 or ged certificate),41.0,0,0,0.0,0.0,,1.0,1,MN,24.0,midwest,0.0,0.0
25,Gall2005Aug22,Gall,2005,80026,32.0,north carolina,3.0,0,1.0,4.0,3.0,5.0,28.0,high school graduate (grade 12 or ged certificate),61.0,0,1,0.0,0.0,,0.0,0,NC,28.0,south,1.0,1.0
26,Gall2005Aug22,Gall,2005,80027,12.0,illinois,2.0,1,2.0,2.0,1.0,1.0,2.0,none or grades 1-8,20.0,1,0,1.0,0.0,,0.0,0,IL,15.0,midwest,1.0,1.0
27,Gall2005Aug22,Gall,2005,80028,31.0,new york,1.0,1,1.0,2.0,4.0,6.0,32.0,high school incomplete (grades 9-11),69.0,1,0,0.0,0.0,,0.0,0,NY,35.0,northeast,1.0,1.0
28,Gall2005Aug22,Gall,2005,80029,48.0,wisconsin,2.0,1,1.0,4.0,3.0,4.0,22.0,high school graduate (grade 12 or ged certificate),51.0,1,0,0.0,0.0,,1.0,1,WI,49.0,midwest,0.0,0.0
29,Gall2005Aug22,Gall,2005,80030,12.0,illinois,2.0,0,1.0,2.0,2.0,3.0,14.0,none or grades 1-8,38.0,0,0,0.0,0.0,,0.0,0,IL,15.0,midwest,1.0,1.0
30,Gall2005Aug22,Gall,2005,80031,24.0,missouri,2.0,1,1.0,2.0,4.0,6.0,32.0,none or grades 1-8,79.0,0,0,0.0,0.0,,0.0,0,MO,25.0,midwest,1.0,1.0
31,Gall2005Aug22,Gall,2005,80032,32.0,north carolina,3.0,1,1.0,2.0,3.0,5.0,26.0,none or grades 1-8,59.0,1,0,0.0,0.0,,0.0,0,NC,28.0,south,1.0,1.0
32,Gall2005Aug22,Gall,2005,80033,1.0,alabama,3.0,1,1.0,1.0,4.0,6.0,31.0,none or grades 1-8,79.0,0,0,0.0,0.0,,0.0,0,AL,2.0,south,1.0,1.0
33,Gall2005Aug22,Gall,2005,80034,22.0,minnesota,2.0,0,1.0,1.0,1.0,2.0,7.0,none or grades 1-8,26.0,1,0,0.0,0.0,,0.0,0,MN,24.0,midwest,1.0,1.0
34,Gall2005Aug22,Gall,2005,80035,20.0,massachusetts,1.0,1,1.0,1.0,3.0,5.0,25.0,none or grades 1-8,63.0,0,0,0.0,0.0,,,0,MA,20.0,northeast,1.0,
35,Gall2005Aug22,Gall,2005,80036,42.0,texas,3.0,0,1.0,4.0,2.0,3.0,16.0,high school graduate (grade 12 or ged certificate),36.0,1,0,0.0,0.0,,1.0,1,TX,44.0,south,0.0,0.0
36,Gall2005Aug22,Gall,2005,80037,31.0,new york,1.0,1,1.0,2.0,4.0,6.0,32.0,high school incomplete (grades 9-11),68.0,0,1,0.0,0.0,,0.0,0,NY,35.0,northeast,1.0,1.0
37,Gall2005Aug22,Gall,2005,80038,32.0,north carolina,3.0,1,1.0,2.0,2.0,3.0,14.0,none or grades 1-8,37.0,0,0,0.0,0.0,,0.0,0,NC,28.0,south,1.0,1.0
38,Gall2005Aug22,Gall,2005,80039,9.0,florida,3.0,0,1.0,3.0,3.0,5.0,27.0,high school incomplete (grades 9-11),63.0,1,0,0.0,0.0,,1.0,1,FL,10.0,south,0.0,0.0
39,Gall2005Aug22,Gall,2005,80040,9.0,florida,3.0,0,1.0,3.0,3.0,5.0,27.0,high school incomplete (grades 9-11),58.0,1,0,0.0,0.0,,1.0,1,FL,10.0,south,0.0,0.0
40,Gall2005Aug22,Gall,2005,80041,10.0,georgia,3.0,0,1.0,4.0,4.0,6.0,34.0,high school graduate (grade 12 or ged certificate),75.0,0,1,0.0,0.0,,0.0,0,GA,11.0,south,1.0,1.0
41,Gall2005Aug22,Gall,2005,80042,18.0,maine,1.0,0,3.0,4.0,4.0,6.0,34.0,"business, technical, or vocational school after high school",79.0,1,0,0.0,1.0,,0.0,0,ME,22.0,northeast,1.0,1.0
42,Gall2005Aug22,Gall,2005,80043,32.0,north carolina,3.0,1,1.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",61.0,0,1,0.0,0.0,,0.0,0,NC,28.0,south,1.0,1.0
43,Gall2005Aug22,Gall,2005,80044,10.0,georgia,3.0,1,1.0,2.0,3.0,5.0,26.0,none or grades 1-8,55.0,0,0,0.0,0.0,,0.0,0,GA,11.0,south,1.0,1.0
44,Gall2005Aug22,Gall,2005,80045,19.0,maryland,3.0,1,1.0,1.0,4.0,6.0,31.0,none or grades 1-8,70.0,1,0,0.0,0.0,,0.0,0,MD,21.0,south,1.0,1.0
45,Gall2005Aug22,Gall,2005,80046,39.0,south carolina,3.0,0,2.0,4.0,3.0,4.0,22.0,high school graduate (grade 12 or ged certificate),53.0,0,0,1.0,0.0,,0.0,0,SC,41.0,south,1.0,1.0
46,Gall2005Aug22,Gall,2005,80047,42.0,texas,3.0,0,1.0,4.0,2.0,3.0,16.0,"business, technical, or vocational school after high school",40.0,0,0,0.0,0.0,,0.0,0,TX,44.0,south,1.0,1.0
47,Gall2005Aug22,Gall,2005,80048,40.0,south dakota,2.0,1,1.0,4.0,2.0,3.0,16.0,high school graduate (grade 12 or ged certificate),36.0,0,1,0.0,0.0,,0.0,0,SD,42.0,midwest,1.0,1.0
48,Gall2005Aug22,Gall,2005,80049,42.0,texas,3.0,0,1.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",57.0,0,0,0.0,0.0,,0.0,0,TX,44.0,south,1.0,1.0
49,Gall2005Aug22,Gall,2005,80050,43.0,utah,4.0,1,1.0,3.0,1.0,1.0,3.0,high school incomplete (grades 9-11),21.0,0,0,0.0,0.0,,0.0,0,UT,45.0,west,1.0,1.0
50,Gall2005Aug22,Gall,2005,80051,21.0,michigan,2.0,1,1.0,2.0,3.0,5.0,26.0,none or grades 1-8,60.0,0,0,0.0,0.0,,0.0,0,MI,23.0,midwest,1.0,1.0
51,Gall2005Aug22,Gall,2005,80052,44.0,vermont,1.0,0,1.0,4.0,1.0,2.0,10.0,"business, technical, or vocational school after high school",27.0,1,0,0.0,0.0,,1.0,1,VT,47.0,northeast,0.0,0.0
52,Gall2005Aug22,Gall,2005,80053,37.0,pennsylvania,1.0,1,1.0,1.0,4.0,6.0,31.0,none or grades 1-8,68.0,1,0,0.0,0.0,,0.0,0,PA,39.0,northeast,1.0,1.0
53,Gall2005Aug22,Gall,2005,80054,42.0,texas,3.0,1,3.0,2.0,3.0,4.0,20.0,none or grades 1-8,52.0,1,0,0.0,1.0,,0.0,0,TX,44.0,south,1.0,1.0
54,Gall2005Aug22,Gall,2005,80055,31.0,new york,1.0,0,1.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",57.0,1,0,0.0,0.0,,0.0,0,NY,35.0,northeast,1.0,1.0
55,Gall2005Aug22,Gall,2005,80056,9.0,florida,3.0,0,1.0,2.0,2.0,3.0,14.0,none or grades 1-8,43.0,0,1,0.0,0.0,,,0,FL,10.0,south,1.0,
56,Gall2005Aug22,Gall,2005,80057,34.0,ohio,2.0,0,1.0,4.0,2.0,3.0,16.0,"business, technical, or vocational school after high school",39.0,0,1,0.0,0.0,,0.0,0,OH,36.0,midwest,1.0,1.0
57,Gall2005Aug22,Gall,2005,80058,6.0,connecticut,1.0,0,3.0,1.0,1.0,2.0,7.0,none or grades 1-8,29.0,1,0,0.0,1.0,,0.0,0,CT,7.0,northeast,1.0,1.0
58,Gall2005Aug22,Gall,2005,80059,5.0,colorado,4.0,0,1.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",56.0,1,0,0.0,0.0,,1.0,1,CO,6.0,west,0.0,0.0
59,Gall2005Aug22,Gall,2005,80060,37.0,pennsylvania,1.0,0,1.0,3.0,2.0,3.0,15.0,high school incomplete (grades 9-11),35.0,0,0,0.0,0.0,,0.0,0,PA,39.0,northeast,1.0,1.0
60,Gall2005Aug22,Gall,2005,80061,37.0,pennsylvania,1.0,0,1.0,4.0,2.0,3.0,16.0,"business, technical, or vocational school after high school",35.0,0,1,0.0,0.0,,0.0,0,PA,39.0,northeast,1.0,1.0
61,Gall2005Aug22,Gall,2005,80062,29.0,new jersey,1.0,0,3.0,2.0,3.0,4.0,20.0,none or grades 1-8,52.0,1,0,0.0,1.0,,0.0,0,NJ,32.0,northeast,1.0,1.0
62,Gall2005Aug22,Gall,2005,80063,3.0,arkansas,3.0,0,1.0,2.0,1.0,1.0,2.0,none or grades 1-8,20.0,0,0,0.0,0.0,,0.0,0,AR,3.0,south,1.0,1.0
63,Gall2005Aug22,Gall,2005,80064,31.0,new york,1.0,1,1.0,2.0,2.0,3.0,14.0,none or grades 1-8,38.0,0,0,0.0,0.0,,1.0,1,NY,35.0,northeast,0.0,0.0
64,Gall2005Aug22,Gall,2005,80065,42.0,texas,3.0,1,1.0,3.0,2.0,2.0,9.0,high school incomplete (grades 9-11),32.0,1,0,0.0,0.0,,1.0,1,TX,44.0,south,0.0,0.0
65,Gall2005Aug22,Gall,2005,80066,48.0,wisconsin,2.0,1,1.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",64.0,1,0,0.0,0.0,,1.0,1,WI,49.0,midwest,0.0,0.0
66,Gall2005Aug22,Gall,2005,80067,19.0,maryland,3.0,1,1.0,2.0,3.0,5.0,26.0,high school incomplete (grades 9-11),59.0,0,1,0.0,0.0,,0.0,0,MD,21.0,south,1.0,1.0
67,Gall2005Aug22,Gall,2005,80068,20.0,massachusetts,1.0,0,1.0,3.0,3.0,5.0,27.0,high school incomplete (grades 9-11),57.0,0,1,0.0,0.0,,0.0,0,MA,20.0,northeast,1.0,1.0
68,Gall2005Aug22,Gall,2005,80069,47.0,west virginia,3.0,0,1.0,4.0,3.0,5.0,28.0,high school graduate (grade 12 or ged certificate),56.0,0,1,0.0,0.0,,0.0,0,WV,50.0,south,1.0,1.0
69,Gall2005Aug22,Gall,2005,80070,3.0,arkansas,3.0,0,1.0,2.0,3.0,4.0,20.0,none or grades 1-8,50.0,0,0,0.0,0.0,,0.0,0,AR,3.0,south,1.0,1.0
70,Gall2005Aug22,Gall,2005,80071,47.0,west virginia,3.0,1,1.0,1.0,4.0,6.0,31.0,none or grades 1-8,75.0,1,0,0.0,0.0,,0.0,0,WV,50.0,south,1.0,1.0
71,Gall2005Aug22,Gall,2005,80072,31.0,new york,1.0,1,1.0,4.0,3.0,4.0,22.0,"business, technical, or vocational school after high school",51.0,1,0,0.0,0.0,,1.0,1,NY,35.0,northeast,0.0,0.0
72,Gall2005Aug22,Gall,2005,80073,31.0,new york,1.0,0,1.0,4.0,3.0,4.0,22.0,high school graduate (grade 12 or ged certificate),50.0,0,0,0.0,0.0,,1.0,1,NY,35.0,northeast,0.0,0.0
73,Gall2005Aug22,Gall,2005,80074,31.0,new york,1.0,0,,2.0,4.0,6.0,32.0,none or grades 1-8,66.0,0,0,,0.0,,0.0,0,NY,35.0,northeast,1.0,1.0
74,Gall2005Aug22,Gall,2005,80075,1.0,alabama,3.0,1,2.0,1.0,4.0,6.0,31.0,none or grades 1-8,68.0,0,0,1.0,0.0,,0.0,0,AL,2.0,south,1.0,1.0
75,Gall2005Aug22,Gall,2005,80076,48.0,wisconsin,2.0,0,1.0,1.0,4.0,6.0,31.0,none or grades 1-8,71.0,0,0,0.0,0.0,,0.0,0,WI,49.0,midwest,1.0,1.0
76,Gall2005Aug22,Gall,2005,80077,31.0,new york,1.0,1,1.0,2.0,3.0,4.0,20.0,none or grades 1-8,47.0,0,1,0.0,0.0,,1.0,1,NY,35.0,northeast,0.0,0.0
77,Gall2005Aug22,Gall,2005,80078,21.0,michigan,2.0,0,1.0,2.0,4.0,6.0,32.0,none or grades 1-8,65.0,0,1,0.0,0.0,,0.0,0,MI,23.0,midwest,1.0,1.0
78,Gall2005Aug22,Gall,2005,80079,31.0,new york,1.0,0,1.0,4.0,4.0,6.0,34.0,high school graduate (grade 12 or ged certificate),68.0,0,0,0.0,0.0,,1.0,1,NY,35.0,northeast,0.0,0.0
79,Gall2005Aug22,Gall,2005,80080,37.0,pennsylvania,1.0,0,1.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",57.0,1,0,0.0,0.0,,1.0,1,PA,39.0,northeast,0.0,0.0
80,Gall2005Aug22,Gall,2005,80081,42.0,texas,3.0,1,3.0,2.0,3.0,5.0,26.0,none or grades 1-8,58.0,0,0,0.0,1.0,,0.0,0,TX,44.0,south,1.0,1.0
81,Gall2005Aug22,Gall,2005,80082,3.0,arkansas,3.0,1,1.0,2.0,4.0,6.0,32.0,none or grades 1-8,65.0,1,0,0.0,0.0,,0.0,0,AR,3.0,south,1.0,1.0
82,Gall2005Aug22,Gall,2005,80083,41.0,tennessee,3.0,0,1.0,4.0,3.0,4.0,22.0,"business, technical, or vocational school after high school",50.0,0,0,0.0,0.0,,0.0,0,TN,43.0,south,1.0,1.0
83,Gall2005Aug22,Gall,2005,80084,42.0,texas,3.0,0,1.0,3.0,3.0,5.0,27.0,high school incomplete (grades 9-11),57.0,0,1,0.0,0.0,,0.0,0,TX,44.0,south,1.0,1.0
84,Gall2005Aug22,Gall,2005,80085,43.0,utah,4.0,0,1.0,2.0,4.0,6.0,32.0,none or grades 1-8,88.0,0,0,0.0,0.0,,0.0,0,UT,45.0,west,1.0,1.0
85,Gall2005Aug22,Gall,2005,80086,21.0,michigan,2.0,1,1.0,2.0,2.0,3.0,14.0,high school incomplete (grades 9-11),40.0,0,1,0.0,0.0,,0.0,0,MI,23.0,midwest,1.0,1.0
86,Gall2005Aug22,Gall,2005,80087,34.0,ohio,2.0,1,1.0,2.0,3.0,5.0,26.0,none or grades 1-8,64.0,0,0,0.0,0.0,,1.0,1,OH,36.0,midwest,0.0,0.0
87,Gall2005Aug22,Gall,2005,80088,21.0,michigan,2.0,1,1.0,3.0,3.0,5.0,27.0,high school incomplete (grades 9-11),64.0,0,0,0.0,0.0,,0.0,0,MI,23.0,midwest,1.0,1.0
88,Gall2005Aug22,Gall,2005,80089,31.0,new york,1.0,0,1.0,4.0,4.0,6.0,34.0,high school graduate (grade 12 or ged certificate),70.0,0,0,0.0,0.0,,0.0,0,NY,35.0,northeast,1.0,1.0
89,Gall2005Aug22,Gall,2005,80090,12.0,illinois,2.0,0,2.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),53.0,1,0,1.0,0.0,,1.0,1,IL,15.0,midwest,0.0,0.0
90,Gall2005Aug22,Gall,2005,80091,22.0,minnesota,2.0,1,1.0,4.0,2.0,2.0,10.0,"business, technical, or vocational school after high school",30.0,1,0,0.0,0.0,,1.0,1,MN,24.0,midwest,0.0,0.0
91,Gall2005Aug22,Gall,2005,80092,21.0,michigan,2.0,1,1.0,3.0,4.0,6.0,33.0,high school incomplete (grades 9-11),68.0,0,0,0.0,0.0,,1.0,1,MI,23.0,midwest,0.0,0.0
92,Gall2005Aug22,Gall,2005,80093,35.0,oklahoma,3.0,1,1.0,3.0,3.0,5.0,27.0,high school incomplete (grades 9-11),55.0,1,0,0.0,0.0,,0.0,0,OK,37.0,south,1.0,1.0
93,Gall2005Aug22,Gall,2005,80094,37.0,pennsylvania,1.0,1,1.0,4.0,4.0,6.0,34.0,"business, technical, or vocational school after high school",81.0,0,0,0.0,0.0,,1.0,1,PA,39.0,northeast,0.0,0.0
94,Gall2005Aug22,Gall,2005,80095,21.0,michigan,2.0,0,1.0,2.0,4.0,6.0,32.0,none or grades 1-8,71.0,0,1,0.0,0.0,,0.0,0,MI,23.0,midwest,1.0,1.0
95,Gall2005Aug22,Gall,2005,80096,42.0,texas,3.0,1,1.0,4.0,2.0,3.0,16.0,"business, technical, or vocational school after high school",44.0,0,0,0.0,0.0,,0.0,0,TX,44.0,south,1.0,1.0
96,Gall2005Aug22,Gall,2005,80097,34.0,ohio,2.0,1,1.0,2.0,2.0,3.0,14.0,none or grades 1-8,38.0,0,1,0.0,0.0,,0.0,0,OH,36.0,midwest,1.0,1.0
97,Gall2005Aug22,Gall,2005,80098,34.0,ohio,2.0,1,1.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),48.0,1,0,0.0,0.0,,0.0,0,OH,36.0,midwest,1.0,1.0
98,Gall2005Aug22,Gall,2005,80099,5.0,colorado,4.0,0,1.0,4.0,3.0,5.0,28.0,"business, technical, or vocational school after high school",56.0,0,1,0.0,0.0,,0.0,0,CO,6.0,west,1.0,1.0
99,Gall2005Aug22,Gall,2005,80100,32.0,north carolina,3.0,1,1.0,2.0,4.0,6.0,32.0,none or grades 1-8,75.0,1,0,0.0,0.0,,0.0,0,NC,28.0,south,1.0,1.0
100,Gall2005Aug22,Gall,2005,80101,37.0,pennsylvania,1.0,0,1.0,3.0,3.0,5.0,27.0,high school incomplete (grades 9-11),58.0,0,0,0.0,0.0,,0.0,0,PA,39.0,northeast,1.0,1.0
101,Gall2005Aug22,Gall,2005,80102,42.0,texas,3.0,0,1.0,4.0,3.0,4.0,22.0,high school graduate (grade 12 or ged certificate),46.0,1,0,0.0,0.0,,0.0,0,TX,44.0,south,1.0,1.0
102,Gall2005Aug22,Gall,2005,80103,5.0,colorado,4.0,0,1.0,4.0,4.0,6.0,34.0,high school graduate (grade 12 or ged certificate),70.0,1,0,0.0,0.0,,1.0,1,CO,6.0,west,0.0,0.0
103,Gall2005Aug22,Gall,2005,80104,11.0,idaho,4.0,0,1.0,2.0,1.0,2.0,8.0,none or grades 1-8,28.0,1,0,0.0,0.0,,1.0,1,ID,14.0,west,0.0,0.0
104,Gall2005Aug22,Gall,2005,80105,5.0,colorado,4.0,0,3.0,,3.0,4.0,,99.0,54.0,0,1,0.0,1.0,,,0,CO,6.0,west,1.0,
105,Gall2005Aug22,Gall,2005,80106,29.0,new jersey,1.0,0,2.0,1.0,2.0,2.0,7.0,none or grades 1-8,33.0,1,0,1.0,0.0,,1.0,1,NJ,32.0,northeast,0.0,0.0
106,Gall2005Aug22,Gall,2005,80107,30.0,new mexico,4.0,0,1.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),48.0,0,0,0.0,0.0,,0.0,0,NM,33.0,west,1.0,1.0
107,Gall2005Aug22,Gall,2005,80108,4.0,california,4.0,0,1.0,3.0,4.0,6.0,33.0,high school incomplete (grades 9-11),72.0,0,0,0.0,0.0,,0.0,0,CA,5.0,west,1.0,1.0
108,Gall2005Aug22,Gall,2005,80109,4.0,california,4.0,0,1.0,4.0,2.0,3.0,16.0,"business, technical, or vocational school after high school",39.0,0,1,0.0,0.0,,,0,CA,5.0,west,1.0,
109,Gall2005Aug22,Gall,2005,80110,12.0,illinois,2.0,0,1.0,4.0,2.0,3.0,16.0,"business, technical, or vocational school after high school",42.0,0,1,0.0,0.0,,0.0,0,IL,15.0,midwest,1.0,1.0
110,Gall2005Aug22,Gall,2005,80111,4.0,california,4.0,1,1.0,3.0,3.0,5.0,27.0,high school incomplete (grades 9-11),63.0,0,1,0.0,0.0,,0.0,0,CA,5.0,west,1.0,1.0
111,Gall2005Aug22,Gall,2005,80112,2.0,arizona,4.0,0,1.0,2.0,3.0,5.0,26.0,high school incomplete (grades 9-11),61.0,1,0,0.0,0.0,,0.0,0,AZ,4.0,west,1.0,1.0
112,Gall2005Aug22,Gall,2005,80113,4.0,california,4.0,1,1.0,3.0,4.0,6.0,33.0,high school incomplete (grades 9-11),77.0,1,0,0.0,0.0,,1.0,1,CA,5.0,west,0.0,0.0
113,Gall2005Aug22,Gall,2005,80114,2.0,arizona,4.0,1,1.0,4.0,3.0,5.0,28.0,high school graduate (grade 12 or ged certificate),55.0,0,0,0.0,0.0,,1.0,1,AZ,4.0,west,0.0,0.0
114,Gall2005Aug22,Gall,2005,80115,46.0,washington,4.0,1,2.0,1.0,4.0,6.0,31.0,none or grades 1-8,75.0,0,1,1.0,0.0,,0.0,0,WA,48.0,west,1.0,1.0
115,Gall2005Aug22,Gall,2005,80116,46.0,washington,4.0,1,1.0,2.0,4.0,6.0,32.0,none or grades 1-8,91.0,0,0,0.0,0.0,,1.0,1,WA,48.0,west,0.0,0.0
116,Gall2005Aug22,Gall,2005,80117,4.0,california,4.0,1,1.0,4.0,2.0,3.0,16.0,"business, technical, or vocational school after high school",38.0,0,1,0.0,0.0,,,0,CA,5.0,west,1.0,
117,Gall2005Aug22,Gall,2005,80118,4.0,california,4.0,1,1.0,2.0,4.0,6.0,32.0,none or grades 1-8,70.0,1,0,0.0,0.0,,1.0,1,CA,5.0,west,0.0,0.0
118,Gall2005Aug22,Gall,2005,80119,4.0,california,4.0,0,1.0,4.0,3.0,4.0,22.0,"business, technical, or vocational school after high school",53.0,1,0,0.0,0.0,,1.0,1,CA,5.0,west,0.0,0.0
119,Gall2005Aug22,Gall,2005,80120,4.0,california,4.0,1,1.0,2.0,2.0,3.0,14.0,none or grades 1-8,35.0,0,1,0.0,0.0,,0.0,0,CA,5.0,west,1.0,1.0
120,Gall2005Aug22,Gall,2005,80121,4.0,california,4.0,1,1.0,4.0,4.0,6.0,34.0,high school graduate (grade 12 or ged certificate),77.0,1,0,0.0,0.0,,1.0,1,CA,5.0,west,0.0,0.0
121,Gall2005Aug22,Gall,2005,80122,4.0,california,4.0,0,3.0,4.0,2.0,3.0,16.0,high school graduate (grade 12 or ged certificate),35.0,1,0,0.0,1.0,,0.0,0,CA,5.0,west,1.0,1.0
122,Gall2005Aug22,Gall,2005,80123,4.0,california,4.0,1,1.0,3.0,3.0,4.0,21.0,high school incomplete (grades 9-11),49.0,0,1,0.0,0.0,,1.0,1,CA,5.0,west,0.0,0.0
123,Gall2005Aug22,Gall,2005,80124,4.0,california,4.0,0,1.0,4.0,3.0,4.0,22.0,high school graduate (grade 12 or ged certificate),45.0,0,0,0.0,0.0,,0.0,0,CA,5.0,west,1.0,1.0
124,Gall2005Aug22,Gall,2005,80125,4.0,california,4.0,1,1.0,4.0,2.0,3.0,16.0,"business, technical, or vocational school after high school",35.0,0,1,0.0,0.0,,0.0,0,CA,5.0,west,1.0,1.0
